char,source,text,keywords,context,count,cluster
illidan,PDFs/illidan.pdf,"His spirit zoomed through the streets with the velocity of thought. He tried to slow
himself down, to get things under control, to stop himself from being reeled in too
swiftly. He forced himself to halt by the walls of the palace.
He sensed another presence. Something lurked close by, studying him. He extended
all his senses to the ultimate. There was something there, but he could not quite pin it
down. It was as shielded as he was. A sentinel? Or something else? He forced himself
to watch and ",['power'],,1,1
illidan,PDFs/illidan.pdf,"him dearly in the long run. Without the pit lord’s blood, there would be no more fel orcs
for his legions.
Except the long run no longer mattered. Things would be settled soon, and they
would not be settled in Outland but on Argus. He had the true location of Kil’jaeden’s
homeworld, but he had found it in spirit form. Now he needed to be able to transport an
army there in the flesh. It would take power to open such a portal, vast amounts of
power. Only one source of such was available to him. He",['power'],"a portal, vast amounts of power. Only one source of such | the flesh. It would take power to open such a portal,",1,1
illidan,PDFs/illidan.pdf,"their lives for a few more months or years. The end was coming for them all, unless
Kil’jaeden was defeated, unless the Burning Legion was destroyed.
It was not their fault that they saw only the smallest details of the overall picture. He
had never really troubled himself to convince them otherwise. He had relied on their
ambitions, their greed, the things he could offer them to keep them loyal. It was time he
let the others know how things stood.
“We need to take the war to Kil’jaeden,” he sai",['power'],,1,1
illidan,PDFs/illidan.pdf,"armoring himself against doubt, forcing himself only to ask questions that were relevant
to his struggle. Now, in this empty chamber, he could hear only the echoes of voices no
longer speaking.
Both Vandel’s doubts and Akama’s were justified. It was possible he was wrong. It
was possible that he was as insane as he had often been accused of being. He picked up
one of the pieces—an orc warrior carved from clefthoof ivory—and turned it over and
over in his fingers. How many fel orcs had he sent to",['sacrifice'],,1,1
illidan,PDFs/illidan.pdf,"some terrible weapon on the place, and the resulting evil energies had warped
everything within it.
Illidan knew the truth. He had inherited it from Gul’dan’s memories when he
consumed the power in his skull. The old schemer had dispatched a group of warlocks
to the city in search of artifacts buried there. The survivors had told him that something
had gone wrong and they had summoned a strange entity. It had shattered Auchindoun,
smashing the great dome, scattering the remains of countless dead",['power'],memories when he consumed the power in his skull. The old,1,1
illidan,PDFs/illidan.pdf,"A massive pile of bones sprang up as they passed, knitting themselves together into
animated skeletons, their fleshless fingers clutching weapons that perhaps they had
borne in life.
On ledges around the walls of the vault, robed draenei wove dark magic. Their
power connected with unlife, but the ones tapping it were living. Their necromancy
drew the dead to life. Illidan dispatched fel orcs to cut them dow n.
Slowly they fought their way into the center of the crypt. As they did so, the silvery",['power'],"draenei wove dark magic. Their power connected with unlife, but the",1,1
illidan,PDFs/illidan.pdf,"they came on in seemingly endless numbers. As they distracted the fel orcs, bolts of
shadow magic flew from the necromancers.
Worst of all were the spirits. They slithered through unseen, their cold, spectral
hands grasping fel orc bodi es and sucking the life out of them, leaving chilled corpses to
drop to the ground.
Illidan continued to wake the soul siphon to its full power. He forced himself to
concentrate, knowing that he did not have much time. The fel orcs could not hold up
under this pr",['power'],"soul siphon to its full power. He forced himself to concentrate,",1,1
illidan,PDFs/illidan.pdf,"CHAPTER TWENTY-SEVEN
One Day Before the Fall
ILLIDAN SAT ON THE THRONE IN HIS COUNCIL chamber. It had been weeks since his return
from Auchindoun and still he was weak. His power had not returned to anything like
what it had been before his use of the soul siphon.
Not for the first time, he considered dispatching an expedition to root out the
necromancers. He could not waste the resources. He looked at the great map table. His
armies were shattered. His empire, crumbling. Among them, the Allianc",['power'],still he was weak. His power had not returned to anything,1,1
illidan,PDFs/illidan.pdf,"themselves capable of ruling it and even reclaiming what was lost. Perhaps they were
right about that.
It did not matter. Illidan resented being here, resented having to go through with this
charade. Every minute spent placating his advisers was a minute not used finalizing his
plans to end the threat of the Burning Legion. He forced himself to look around the
room. Every one of those present had to meet the baleful pow er of his eyeless gaze.
High Nethermancer Zerevor spoke first. “The news fro",['power'],,1,1
illidan,PDFs/illidan.pdf,"find a way to ensure that it would remain steady once they passed through it. There was
so much to be done.
“What do y ou think, Lord?” Gathios asked. “What should we do?”
Suddenly he was tired of all this. He was tired of listening to this petty, pointless
bickering over matters that were no longer of any concern to him. He was tired of the
feeling of weakness and lassitude that filled him.
Time was running out and he had important work to do and this was a needless
distraction.
Illidan dismiss",['power'],,1,1
illidan,PDFs/illidan.pdf,"mark the portal’s opening, leapt from the engines. The lines of truesilver shimmered. A
mirror image of their pattern appeared in the air above  them, projected from the Seal of
Argus. He let his spirit exit his weary body .
It was easier to let go, as if using the soul siphon in Auchindoun had somehow
weakened the link between his spirit and his flesh. He reached out and wove the flows
of energy from the pattern into subtle threads, then gathered them to his spirit.
He followed the intricate pa",['power'],,1,1
illidan,PDFs/illidan.pdf,"with immense curiosity, but when he sought out the source, he could not find it.
Wait. What was that? That faint aura of shimmering light. He focused on it, but even
as he did so, it vanished from his perception—as if the owner had somehow withdrawn
below the skin of the universe.
He needed to concentrate on the work at hand. He was distracted when he could
least afford to be. He flitted through the crystalline palace to a new location, a vast
chamber in which succubi danced for the amusement of",['power'],,1,1
illidan,PDFs/illidan.pdf,"skill in Azeroth or Outland, and they would be most unlikely to finish his work. What
else could he do, t hough? He had come this far. He needed to continue.
He steeled himself and invoked the last anchor for the spell. This was the most
dangerous moment. Instead of simply taking form and fading, this vortex sent out a pulse
of force, leaping to the farthest anchor and then the next, forming a great pentacle and
then filling in the complex web of runes until it had replicated the magical energy ",['power'],,1,1
illidan,PDFs/illidan.pdf,"“I would like to think I am somewhat more sentient than my warglaives.”
“That is what makes you dangerous.”
“So the universe has anointed me to slay Kil’jaeden.” His tone was sardonic, but
hope flickered inside Illidan. Perhaps, if what this naaru said was true, there was some
chance of victory after all.
The swirl of lights indicated a negative. “No. Your enemy is far greater than
Kil’jaeden. Greater even than Sargeras and his Burning Legion.”
“Wonderful,” Illidan said. “As if they were not str",['sacrifice'],,1,1
illidan,PDFs/illidan.pdf,"There was utter certainty in the naaru’s voice, and it communicated itself to Illidan.
For a moment, he felt the Light embrace him, and his heart was at rest. He had been
given a vision of redemption beyond any he had hoped for. Peace filled him as he
communed silently with the naaru. The moment lasted only a heartbeat, but when it
ended, Illidan felt as if it might have been a lifetime.
“You will be a hero,” said the naaru. “But there will be a price.”
“There always is.”
* * *
THE MOMENT ENDED.",['power'],,1,1
illidan,PDFs/illidan.pdf,"CHAPTER TWENTY-EIGHT
One Day Before the Fall
MAIEV LOOKED UP TO SEE AKAMA STANDING IN the door way of her cage once more.
“Have you come to dangle vain promises before me again?” she asked. It was
difficult to keep the bitterness from her voice. Akama limped closer, tilted his head to
one side, and gazed up into her face. Such was his intensity that she grew
uncomfortable, although she refused to show it.
“No,” he said. His tone revealed both his weariness and his fear. “How are you
feeling? Str",['power'],,1,1
illidan,PDFs/illidan.pdf,"might hold out there for years. His enemies might fall out among themselves. I have
known him for too long to think his dow nfall will be easy.”
“And yet you think he might be overthrown.”
“A small force of sufficient power could infiltrate the temple, if they were given the
appropriate aid.”
“And of course you are in a position to give such aid. Forgive me if I have some
trouble believing you. I seem to have heard a story like this before. Last time this tale
did not turn out so well for me or ",['power'],"“A small force of sufficient power could infiltrate the temple, if",1,1
illidan,PDFs/illidan.pdf,"hands would be.
“Are you frightened I am going to kill you?”
“I am frightened you are going to try.”
“And why should I not?”
“Because you are not stupid. Let us not play games with each other, Maiev
Shadowsong. You are free because I have set you free. You can indulge a childish thirst
for revenge or you can help me overthrow our true enemy.”
“I can do bot h.”
“No. You cannot. I alone can get you into the Temple of Karabor. I alone can guide
you to the Betrayer. Decide now whom you wish to kill.",['justice'],,1,1
illidan,PDFs/illidan.pdf,"“Trust in the walls of the Black Temple,” Illidan replied, “and in your own spells
and blades. Go below and prepare for battle. I do not think our new guests will be
leaving anytime soon, and we should ready a proper reception for them.”
Illidan considered ordering that Maiev be executed before she could be rescued. It
would be a small morsel of vengeance, perhaps the only one he would get. Who would
do it? Akama, perhaps. Where was the Broken? Illidan invoked the spell he had used
upon the lead",['power'],,1,1
illidan,PDFs/illidan.pdf,"layer of defenses waited.
Illidan returned to contemplating the assaulting army. A huge disturbance loomed
around the gates. Enormous battering rams rolled forward, propelled by sorcery. Wave
after wave of Aldor and Scryer troops  did battle with his demonic defenders.
It did not matter how strong his defenses were. Enough force was being brought to
bear that the temple would eventually fall.
Deceiver, they called Kil’jaeden. It seemed he had deceived them all once again. He
had not committed hi",['power'],,1,1
illidan,PDFs/illidan.pdf,"CHAPTER TWENTY-NINE
The Day of the Fall
MAIEV INSPECTED THE IMMENSE WALLS OF THE Black Temple. The fortress loomed over
them, radiating terrible strength. Huge stone spikes emerged from the walls like blades
thrusting at the sky.
Akama looked upon the structure as one dying of thirst in the desert might gaze upon
a fountain of sparkling water. Hope and desperation warred in his eyes. He completely
ignored the sights and sounds of the battle going on nearby. He had eyes only for the
holy place it",['power'],,1,1
illidan,PDFs/illidan.pdf,"her armor, she was all but invulnerable to their attacks. She felt the naaru’s power
complete its weave around her, setting the air to shimmer.
The earth shook as another wave of meteorites smashed home and another wave of
infernals clambered from the craters they made. Dust devils arose over the site of the
battle. A troop of  riders charged past to enter the fray.
Akama gestured to her. “Now is the time, Maiev! Unleash your wrath!”
Maiev smiled as she raced forward. Behind her rushed Akama and",['power'],"attacks. She felt the naaru’s power complete its weave around her,",1,1
illidan,PDFs/illidan.pdf,"unleashed the full fury of her blade, knowing she needed to close the portal through
which the demons poured or her mission would fail before it began.
Behind her she thought she heard Akama give the order to enter the Black Temple. It
seemed she was going to have to close the portal alone.
* * *
VANDEL LOOKED OUT THROUGH the murder hole deep within the walls of the Black
Temple. He took a sip of the ethermead he had acquired from the blood elf revelers on
the Grand Promenade. It tingled pleasan",['power'],,1,1
illidan,PDFs/illidan.pdf,"It took Illidan a few moments to register her words. Naj’entus had been set along
with a small army to watch over the sealed entrance to the sewers. Illidan had sent
reinforcements. The naga champion and his forces should have been able to fend off a
legion. Something had gone very badly wrong. Treachery. The temple had been betrayed
from within. Perhaps it was the blood e lves or Akama’s people.
It looked as if time had run out. Illidan picked up the Skull of Gul’dan. Its smile
mocked him once ",['power'],,1,1
illidan,PDFs/illidan.pdf,"CHAPTER THIRTY
The Day of the Fall
MAIEV STOOD ATOP A MOUNTAIN OF DEMON corpses. Her breath thundered from her chest.
The thrill of victory blazed within her heart. She had closed the portal and stoppe d the
seemingly endless tide of demons. She only wished that there were more. She would
have stacked their corpses as high as the walls and entered the temple that way instead
of through the sewers as Akama had planned.
A huge surge of familiar energy pulsed deep within the temple.
No! She knew wh","['power', 'justice']",,2,1
illidan,PDFs/illidan.pdf,"He pulled himself away from the viewpoint in the wall and raced toward the distant
stairwell.
All around him, he could see the signs of activity. Troops  ran to defensive positions.
Horns sounded and drums rumbled in the depths. These were warning signs.
Somewhere the temple defenses had been breached.
He heard the sounds of combat in the distance. The demon urged him to race toward
it, to take part in the killing, to reap souls.
Come to me now, my demon hunt ers.
Once again the command rang out",['power'],,1,1
illidan,PDFs/illidan.pdf,"* * *
MAIEV EMERGED FROM THE sewers into the aftermath of a terrible battle.
She stood in a huge courtyard. The corpse of a nether drake lay on the ground near
her, its tail still twitching as if the great reptile had not yet realized it was dead. Akama
and his allies had carved their way through Illidan’s defenses. Hundreds more corpses
of Dragonmaw orcs and demons lay strewn across the ground. Potent magic had been
unleashed here. Off to her right stood gigantic siege engines. Beyond them was ",['power'],,1,1
illidan,PDFs/illidan.pdf,"Vandel would have liked to deny it, but he knew the demon was speaking the truth,
and that lent its argument force. He summoned fel energy and sent a bolt racing toward
the night elf. She parried, dissipating it effortlessly. Vandel doubted anyone save Illidan
or his highest lieutenants could have managed that feat. He realized that the objective
here was not going to be killing Maiev. It was going to be staying alive in the face of her
fury.
* * *
MAIEV’S EYES NARROWED. SO the demon’s true colo",['power'],,1,1
illidan,PDFs/illidan.pdf,"* * *
MAIEV TUMBLED TO THE ground. The impact of the Illidari’s blow had surprised her
more than hurt her, but the burst of fel energy was painful even through her armor. The
shadow-encased demon loomed above  her, an aura of pow er playing around his hands.
Maiev drew on the light of Elune and used her power to blink, vanishing from where
she lay.
* * *
VANDEL WATCHED THE BOLT of yellow-green energy crash down into the ground where
Maiev had been but an instant before. He felt the displacement ",['power'],"of Elune and used her power to blink, vanishing from where",1,1
illidan,PDFs/illidan.pdf,"held the shard of his dark soul. Now the thing was free and it was coming for him. It
intended to kill him if it could, to take possession of his body  and, through him, all of
the Ashtongue.
He gazed at it with something like wonder. How many in their lives got to look upon
everything that was evil in themselves? How many confronted all the darkness within?
To anyone else, it looked merely like his evil shadow. He saw that it was made up of
every bit of wickedness that had ever been in him. Eve",['power'],,1,1
illidan,PDFs/illidan.pdf,"He regarded his councilors. They still looked to him for leadership. “Defend this
place,” he said. “Guard the way into the summit of the temple. There is a spell I will
cast. It may turn the battle our way. We will yet overthrow our enemies. We are not
defeated yet.”
* * *
AKAMA STEPPED OVER THE corpse of High Nethermancer Zerevor. Ahead of him loomed
the sealed gateway to the summit of the temple. It had been a swift, hard-fought battle to
get to this point. They had left a trail of broken bodi",['power'],,1,1
illidan,PDFs/illidan.pdf,"The spell collapsed. The ghosts began to fade. Akama said, “I thank you for your aid,
brothers. Our people will be redeemed!”
Had Akama the time to reflect, he would have wept with joy. Olum’s sacrifice had
allowed him to get to this door, and his spirit had returned to help him open it. It was a
good omen. But triumph warred with dread within Akama’s soul. Soon he and his allies
would have to face the Betrayer. Even after all this time, all his scheming, and all his
planning, Akama was not cert","['power', 'sacrifice']",have wept with joy. Olum’s sacrifice had allowed him to get,2,1
illidan,PDFs/illidan.pdf,"It spoke volumes of the Betrayer’s confidence that he gave the intruders time to
prepare themselves. Akama pushed the thoughts aside and began to draw on his own
powers.
* * *
ILLIDAN STUDIED THE FORCES arrayed against him. It felt strange to see so many enemies
within the heart of the Black Temple. It was even stranger in its way to see Akama
standing beside them. He still could not believe the old Broken had the nerve to do such
a thing. He had eluded all the traps and escaped all the shackles",['power'],to draw on his own powers. * * * ILLIDAN STUDIED,1,1
illidan,PDFs/illidan.pdf,"Illidan sensed a presence behind him, a shadow figure bearing two blades. The
poison coating the swords made his nostrils twitch. He turned just as his assailant was
about to drive the weapons into his back. With one hand he caught him by the throat.
With a word of power, he ignited his foe’s flesh with persistent fire and cast him aside
to burn dow n to blackened bon es.
An arrow flashed toward Illidan’s head. He turned so it glanced off his horn. A
gigantic hunting beast bounded right at him. ",['power'],"throat. With a word of power, he ignited his foe’s flesh",1,1
illidan,PDFs/illidan.pdf,"She raced up the stairs. Somewhere above  her she sensed titanic energies being
unleashed. She recognized them as being wielded by the Betrayer. It looked as if the
final battle had started without her. She raced on toward the conflict, praying to Elune
that she would not be too late to mete judgment.
* * *
THE PALADIN BROUGHT HER gleaming hammer crashing down. It hit the ground in front of
Illidan, splintering the stonework. He leapt into the air, wings beating powerfully, and
surveyed his atta","['power', 'corruption']","into the air, wings beating powerfully, and surveyed his atta",2,1
illidan,PDFs/illidan.pdf,"He sent waves of hellish fire sweeping over them. It was getting harder to kill his
foes, either because he was weaker than at the start of the fight or because all the easiest
enemies to slay were down. The constant hammering of the magical bolts was draining
his strength. The enemy attacks reached a crescendo as his foes desperately tried to
bring him dow n.
Then came a moment of calm. He had ridden out the storm. He stood upright, glared
at his oppon ents, and said, “Is this it, mortals? Is t",['justice'],,1,1
illidan,PDFs/illidan.pdf,"another trap Maiev had unleashed. The Azerothians pursued him as he reeled under the
impact of the magic.
Maiev had eyes only for her ancient enemy. She knew, as surely as he did, that this
would be their final meeting. One of them was not going to walk away from this. She
thought of Anyndra, Sarius, and all the others who had died along the road to this
moment. She thought about her own imprisonment. It had sharpened her hunger for
justice. Her entire life had been leading up to this.
Maiev’s a",['justice'],had sharpened her hunger for justice. Her entire life had been,1,1
illidan,PDFs/illidan.pdf,"MAIEV STOOD OVER THE corpse of Illidan. Her eyes narrowed as she studied her prey to
make sure he was dead.
She was not certain what exactly she was waiting for. The exultation of triumph. The
pleasure of a victory long delayed. Nothing came.
His corpse looked merely shabby in death. All the power, all the magnificence, had
drained out of it. Here lay just another monster who had proved fodde r to her blade.
Looking at Illidan’s body , she thought, This is what I spent all the long millennia of ",['power'],"shabby in death. All the power, all the magnificence, had drained",1,1
illidan,PDFs/illidan.pdf,"NOTES
THE STORY YOU’VE JUST read is based in part on characters, situations, and locations
from Blizzard Entertainment’s computer game World of Warcraft, an online role-playing
experience set in the award-winning Warcraft universe. In World of Warcraft, players
create their own heroes and explore, adventure in, and quest across a vast world shared
with thousands of other players. This rich and evolving game also allows them to
interact with and fight against (or alongside) many of the powerful a",['power'],(or alongside) many of the powerful a,1,1
thrall,PDFs/lord_clans.pdf,"PROLOGUE
T
hey	came	when	Gul’dan	called	them,	those	who	had	willingly	—	nay,	eagerly
—	sold	their	souls	to	the	darkness.	Once	they,	like	Gul’dan,	had	been	deeply
spiritual	beings.	Once,	they	had	studied	the	natural	world	and	the	orcs’	place	in
it;	had	learned	from	the	beasts	of	forest	and	field,	the	birds	of	the	air,	the	fish	of
the	rivers	and	oceans.	And	they	had	been	a	part	of	that	cycle,	no	more,	no	less.
No	longer.
These	former	shamans,	these	new	warlocks,	had	had	the	briefest	taste	of
power",['power'],had the briefest taste of power,1,1
thrall,PDFs/lord_clans.pdf,"One	by	one	they	came,	called	like	servile	beasts	to	their	master.	To	him.
They	sat	around	the	table,	the	most	feared,	revered,	and	loathed	among	the
entire	orcish	clans.	Some	were	hideous,	having	paid	the	price	for	their	dark
knowledge	with	more	than	just	their	souls.	Others	were	yet	fair,	their	bodies
whole	and	strong	with	smooth	green	skin	stretched	tight	across	rippling	muscles.
Such	had	been	their	request	in	the	dark	bargain.	All	were	ruthless,	cunning,	and
would	stop	at	nothing	to	gain	more",['power'],,1,1
thrall,PDFs/lord_clans.pdf,"ONE
E
ven	the	beasts	were	cold	on	a	night	such	as	this,	mused	Durotan.	Absently	he
reached	out	to	his	wolf	companion	and	scratched	Sharptooth	behind	one	of	his
white	ears.	The	animal	crooned	appreciatively	and	snuggled	closer.	Wolf	and	orc
chief	stared	together	at	the	silent	fall	of	white	snow,	framed	by	the	rough	oval
that	was	the	entrance	to	Durotan’s	cave.
Once,	Durotan,	chieftain	of	the	Frostwolf	clan,	had	known	the	kiss	of	balmier
climes.	Had	swung	his	ax	in	the	sunlight,	narrowing	small	ey",['power'],,1,1
thrall,PDFs/lord_clans.pdf,"Leaving	Sharptooth	to	continue	watching	the	snowfall,	Durotan	rose	and
lumbered	back	to	the	cave’s	inner	chamber.	Draka	had	bared	a	breast	for	the
child	to	suckle	upon,	and	had	just	removed	the	infant	from	his	task.	So	that	was
why	the	child	had	whimpered.	As	Durotan	watched,	Draka	extended	a
forefinger.	With	a	black	nail	honed	to	razor	sharpness,	she	pricked	deep	into	the
nipple	before	returning	the	infant’s	small	head	to	her	breast.	Not	a	flicker	of	pain
crossed	her	beautiful,	strong-jawed	fac",['power'],,1,1
thrall,PDFs/lord_clans.pdf,"Draka	hissed,	opening	her	massive	jaws	and	baring	her	fangs	in	displeasure	at
her	mate.	“You	would	not	have	been	the	mate	I	joined	with,”	she	boomed.	The
infant,	startled,	jerked	his	head	away	from	the	nourishing	breast	to	look	up	at	his
mother’s	face.	White	milk	and	red	blood	dripped	down	his	already	jutting	chin.
“Durotan	of	the	Frostwolf	clan	would	not	sit	by	and	meekly	let	our	people	be	led
to	their	deaths	like	the	sheep	the	humans	tend.	With	what	you	had	learned,	you
had	to	speak	out,	my	ma",['power'],,1,1
thrall,PDFs/lord_clans.pdf,"knew	—	the	bargain	with	the	demon	lord,	the	obscene	nature	of	Gul’dan’s
power,	the	betrayal	of	the	clans	through	the	Shadow	Council,	the	eventual,	and
dishonorable,	end	of	the	orcs,	who	would	be	thrown	as	bait	to	demonic	forces.
Doomhammer	listened,	forcing	his	wide	face	to	remain	impassive.	But	within
his	broad	chest	his	heart	pounded	like	his	own	famous	warhammer	upon	human
flesh.
Could	this	be	true?	It	sounded	like	a	tale	spewed	by	a	battle-addled	half-wit.
Demons,	dark	pacts	.	.	.	and	yet,	t",['power'],"the obscene nature of Gul’dan’s power, the betrayal of the clans",1,1
thrall,PDFs/lord_clans.pdf,"And	then	Durotan	froze.	He	had	heard	another	noise	over	the	splashing	of	the
nearby	stream.	It	was	the	snap	of	a	twig	under	a	heavy	foot.	.	.	.
He	screamed	his	battle	cry	and	reached	for	his	ax.	Before	he	could	even	grasp
the	hilt	the	assassins	were	upon	him.	Dimly,	Durotan	heard	Draka’s	shrill	scream
of	rage,	but	could	spare	no	instant	to	turn	to	her	aid.	Out	of	the	corner	of	his	eye,
he	saw	Sharptooth	spring	on	one	intruder,	knocking	him	to	the	earth.
They	had	come	silently,	with	none	of	the	p",['power'],,1,1
thrall,PDFs/lord_clans.pdf,"well	into	the	second,	Blackmoore’s	mind	was	still	sharp.	Now,	an	idea	began	to
form	in	his	head.	Ignoring	Tammis’s	unhappy	warnings,	Blackmoore	bent	over
and	picked	up	the	small	monster,	tucking	the	blue	and	white	cloth	snugly	about
it.	Almost	immediately,	it	stopped	crying.	Blue-gray	eyes	locked	with	his.
“Interesting,”	said	Blackmoore.	“Their	infants	have	blue	eyes	when	they	are
young,	just	as	humans	do.”	Soon	enough	those	eyes	would	turn	piggy	and	black,
or	red,	and	gaze	upon	all	humans	with	",['power'],,1,1
thrall,PDFs/lord_clans.pdf,"TWO
T
ammis	Foxton	was	in	a	state	of	high	agitation,	due	directly	and	inevitably	to
the	fact	that	his	master	was	terribly	displeased.	When	they	had	brought	the	orc
whelp	home	Blackmoore	had	been	much	as	he	was	on	the	battlefield:	alert,
interested,	focused.
The	orcs	were	proving	less	and	less	of	a	challenge	each	day,	and	men	used	to
the	excitement	of	almost	daily	battles	were	growing	bored.	The	planned	bouts
were	proving	extremely	popular,	giving	men	an	outlet	for	their	pent-up	energies
and	prov",['power'],,1,0
thrall,PDFs/lord_clans.pdf,"deserve	to	have	my	ear	ripped	off	and	be	forced	to	swallow	what’s	left	of	my
teeth.”
He	had	been	walking	slowly	down	the	line	of	men	and	now	stopped	abruptly
in	front	of	Thrall.	“That	goes	double	for	you,	you	overgrown	goblin,”	Sergeant
snarled.
Thrall	lowered	his	gaze,	confused.	He	had	been	taught	never,	ever,	to	raise	his
hand	against	humans.	
And	yet	it	appeared	as	though	he	was	to	fight	them.	There
was	no	way	he	would	ever	try	to	rip	Sergeant’s	earring	from	his	lobe.
A	large	hand	slipped	und",['power'],,1,0
thrall,PDFs/lord_clans.pdf,"But	Sergeant	was	swift,	and	his	shield	blocked	Thrall’s	likely	fatal	blow.
Thrall	grunted	in	surprise	as	Sergeant	landed	a	blow	of	his	own	against	Thrall’s
bare	midsection.	He	stumbled,	thrown	briefly	off	balance.
Sergeant	took	the	opening	and	pressed,	landing	three	swift	blows	that	would
have	killed	an	unarmored	man.	Thrall	regained	his	footing	and	felt	a	strange,	hot
emotion	surge	through	him.	Suddenly,	his	world	narrowed	to	the	figure	before
him.	All	his	frustration	and	helplessness	fled,	rep",['power'],,1,0
thrall,PDFs/lord_clans.pdf,"not	squeezing	the	life	out	of	me.”
Thrall	struggled	to	speak.	“I	am	sorry,	Sergeant.	I	don’t	know	what	happened.
You	attacked,	and	then.	.	.	.”	He	was	not	about	to	tell	of	the	brief	image	
of
Blackmoore	he	had	had.	It	was	bad	enough	that	he	had	lost	his	head.
“Some	foes,	you’re	going	to	want	to	do	what	you	just	did,”	said	Sergeant,
surprising	him.	“Good	tactics	there.	But	some	opponents,	like	all	the	humans
you’ll	face,	you’re	going	to	want	to	get	’em	down	and	then	end	it.	Stop	there.
The	bloodl",['duty'],,1,0
thrall,PDFs/lord_clans.pdf,"FOUR
T
hrall	was	twelve	years	old	when	he	saw	his	first	orc.
He	was	training	outside	the	fortress	grounds.	Once	he	had	won	his	first	battle
at	the	tender	age	of	eight,	Blackmoore	had	agreed	with	Sergeant’s	plan	to	give
the	orc	more	freedom	—	at	least	in	training.	He	still	had	a	manacle	fastened	to
one	of	his	feet,	which	was	in	turn	carefully	attached	to	a	huge	boulder.	Not	even
an	orc	of	Thrall’s	strength	would	be	able	to	flee	with	that	attached	to	his	leg.	The
chains	were	thick	and	sturdy,	unli",['freedom'],to give the orc more freedom — at least in training.,1,0
thrall,PDFs/lord_clans.pdf,"sir,	that	if	you	didn’t	want	Thrall	to	see	other	orcs	you	might	have	arranged	for
the	wagons	carrying	them	to	approach	when	Thrall	was	in	his	cell.	I	was
thinking,	sir
,	that	—	”
“Enough!”	bellowed	Blackmoore.	He	took	a	deep	breath	and	collected
himself.	“The	damage	is	done.	We	must	think	how	to	repair	it.”
His	calmer	tone	seemed	to	ease	Sergeant	as	well.	In	a	less	belligerent	tone,	the
trainer	asked,	“Thrall	has	never	known	what	he	looked	like,	then?”
“Never.	No	mirrors.	No	still	basins	of	wate",['power'],,1,0
thrall,PDFs/lord_clans.pdf,"Blackmoore	reached	over	and	snagged	another	bite	of	roasted	fowl	and	a
goblet	of	red	wine,	red	as	the	blood	that	would	soon	be	spilled	in	the	arena,	to
wash	it	down	with.	Life	was	good,	and	with	every	challenge	Thrall	met	and
passed,	life	got	even	better.	After	each	match,	Blackmoore	left	with	a	heavy
purse.	His	“pet	orc,”	once	the	joke	of	the	fortress,	was	now	his	pride.
Of	course,	most	of	the	others	that	Thrall	went	up	against	were	nothing	more
than	humans.	Some	of	the	
meanest,	strongest,	mos",['freedom'],,1,0
thrall,PDFs/lord_clans.pdf,"Thrall	won	the	next	battle,	but	even	Blackmoore	could	see	the	creature
struggling.	He	adjusted	his	chair	for	a	better	view.	Langston	imitated	him.	The
battle	after	that,	the	eighth	of	the	nine	for	which	the	orc	was	scheduled,	saw
something	that	Blackmoore	and	the	crowds	had	never	witnessed.
The	mighty	orc	was	tiring.	The	combatants	this	time	were	a	pair	of	mountain
cats,	caught	two	weeks	
ago,	penned,	tormented,	and	barely	fed	until	this
moment.	Once	the	door	to	the	arena	slid	open	they	exploded",['power'],,1,0
thrall,PDFs/lord_clans.pdf,"and	flames	still	billowing	up	into	the	starry	sky.	“They	seem	to	be	getting	control
of	it.	You’ll	be	missed	soon.”	An	emotion	Thrall	didn’t	understand	shadowed	her
face	for	a	moment.	“As	will	I.”	She	took	the	sack	and	brought	it	out	into	the
open.	“Sit,	sit.	I	want	to	show	you	something.”
Obediently,	he	sat	down.	Tari	rummaged	through	the	sack	and	withdrew	a
scroll.	Unrolling	it,	she	held	it	down	on	one	side	and	gestured	that	he	do	the
same.
“It’s	a	map,”	said	Thrall.
“Yes,	the	most	accurate	one",['power'],,1,0
thrall,PDFs/lord_clans.pdf,"to	do	such	a	thing?”
“I’d	count	all	my	enemies	on	my	hands,	except	I’d	run	out	of	fingers,”
growled	Blackmoore.	“And	toes.	Plenty	of	bastards	out	there	jealous	of	my	rank
and	my	.	.	.	Lothar’s	ghost.”	He	suddenly	felt	cold	and	imagined	that	his	face
was	white	beneath	the	soot.	Langston	and	Tammis	both	stared	at	him.
He	couldn’t	spare	the	time	to	voice	his	concern.	He	leaped	up	from	the	stone
steps	upon	which	he’d	been	sitting	and	sped	back	toward	the	fortress.	Both
friend	and	servant	followed	hi",['freedom'],,1,1
thrall,PDFs/lord_clans.pdf,"neatly	trimmed	black	goatee,	“I	believe	you’ve	found	my	lost	pet	orc.”
Thrall	listened,	captivated,	as	the	red-eyed	orc	spoke	in	a	soft	voice	of	tales	of
valor	and	strength.	He	told	of	charges	made	against	impossible	odds,	of	heroic
deeds,	and	of	humans	falling	beneath	a	relentless	green	tide	of	orcs	united	in
purpose.	He	spoke	wistfully	of	a	spiritual	people	as	well,	something	Thrall	had
never	heard	of.
“Oh,	yes,”	Kelgar	said	sadly.	“Once,	before	we	were	the	proud,	battle-hungry
Horde,	we	were	",['power'],,1,0
